Time, Quadrant Number, Ball Colour, Type
9.17, 3, red, Exit
9.17, 1, red, Exit
9.17, 4, blue, Exit
9.17, 2, blue, Exit
9.20, 3, red, Exit
9.20, 4, blue, Exit
9.20, 2, blue, Exit
9.23, 4, red, Exit
9.23, 3, red, Exit
9.23, 4, blue, Exit
9.23, 2, blue, Exit
9.27, 4, blue, Exit
9.27, 2, blue, Exit
9.30, 4, blue, Exit
9.30, 2, blue, Exit
9.33, 4, red, Exit
9.33, 3, red, Exit
9.33, 4, blue, Exit
9.33, 2, blue, Exit
9.37, 4, blue, Exit
9.37, 2, blue, Exit
9.40, 4, blue, Exit
9.40, 2, blue, Exit
9.43, 4, blue, Exit
9.43, 2, blue, Exit
9.47, 4, blue, Exit
9.47, 2, blue, Exit
9.50, 2, green, Entry
9.50, 4, blue, Exit
9.50, 2, blue, Exit
9.53, 4, red, Exit
9.53, 2, red, Exit
9.53, 4, blue, Exit
9.53, 2, blue, Exit
9.57, 4, red, Exit
9.57, 4, blue, Exit
9.57, 2, blue, Exit
9.60, 3, red, Exit
9.60, 1, red, Exit
9.60, 2, red, Exit
9.60, 4, blue, Exit
9.60, 2, blue, Exit
9.63, 3, red, Exit
9.63, 1, red, Exit
9.63, 2, red, Exit
9.63, 4, blue, Exit
9.63, 2, blue, Exit
9.67, 4, red, Exit
9.67, 3, red, Exit
9.67, 2, red, Exit
9.67, 4, blue, Exit
9.67, 2, blue, Exit
9.70, 3, red, Exit
9.70, 1, red, Exit
9.70, 4, blue, Exit
9.70, 2, blue, Exit
9.73, 4, red, Exit
9.73, 1, red, Exit
9.73, 2, red, Exit
9.73, 4, blue, Exit
9.73, 2, blue, Exit
9.77, 4, red, Exit
9.77, 1, red, Exit
9.77, 4, blue, Exit
9.77, 2, blue, Exit
9.80, 2, red, Exit
9.80, 4, blue, Exit
9.80, 2, blue, Exit
9.83, 3, red, Exit
9.83, 4, blue, Exit
9.83, 2, blue, Exit
9.87, 4, blue, Exit
9.87, 2, blue, Exit
9.90, 1, red, Exit
9.90, 4, blue, Exit
9.90, 2, blue, Exit
9.93, 3, red, Exit
9.93, 2, red, Exit
9.93, 4, blue, Exit
9.93, 2, blue, Exit
9.97, 3, red, Exit
9.97, 2, red, Exit
9.97, 4, blue, Exit
9.97, 2, blue, Exit
10.00, 3, red, Exit
10.00, 1, red, Exit
10.00, 2, red, Exit
10.00, 4, blue, Exit
10.00, 2, blue, Exit
10.03, 3, red, Exit
10.03, 4, red, Exit
10.03, 3, red, Exit
10.03, 2, red, Exit
10.03, 4, blue, Exit
10.03, 2, blue, Exit
10.07, 4, red, Exit
10.07, 3, red, Exit
10.07, 4, blue, Exit
10.07, 2, blue, Exit
10.10, 4, red, Exit
10.10, 3, red, Exit
10.10, 1, red, Exit
10.10, 4, blue, Exit
10.10, 2, blue, Exit
10.13, 3, red, Exit
10.13, 4, red, Exit
10.13, 3, red, Exit
10.13, 4, blue, Exit
10.13, 2, blue, Exit
10.17, 4, red, Exit
10.17, 3, red, Exit
10.17, 4, blue, Exit
10.17, 2, blue, Exit
10.20, 4, blue, Exit
10.20, 2, blue, Exit
10.23, 4, red, Exit
10.23, 3, red, Exit
10.23, 4, blue, Exit
10.23, 2, blue, Exit
10.27, 4, blue, Exit
10.27, 2, blue, Exit
10.30, 2, red, Exit
10.30, 4, blue, Exit
10.30, 2, blue, Exit
10.33, 4, blue, Exit
10.33, 2, blue, Exit
10.37, 4, blue, Exit
10.37, 2, blue, Exit
10.40, 3, red, Exit
10.40, 1, red, Exit
10.40, 4, blue, Exit
10.40, 2, blue, Exit
10.43, 3, red, Exit
10.43, 1, red, Exit
10.43, 4, blue, Exit
10.43, 2, blue, Exit
10.47, 3, red, Exit
10.47, 4, blue, Exit
10.47, 2, blue, Exit
10.50, 4, blue, Exit
10.50, 2, blue, Exit
10.53, 1, red, Exit
10.53, 4, blue, Exit
10.53, 2, blue, Exit
10.57, 3, red, Exit
10.57, 2, red, Exit
10.57, 4, blue, Exit
10.57, 2, blue, Exit
10.60, 3, red, Exit
10.60, 1, red, Exit
10.60, 2, red, Exit
10.60, 4, blue, Exit
10.60, 2, blue, Exit
10.63, 3, red, Exit
10.63, 1, red, Exit
10.63, 4, blue, Exit
10.63, 2, blue, Exit
10.67, 3, red, Exit
10.67, 1, red, Exit
10.67, 4, blue, Exit
10.67, 2, blue, Exit
10.70, 3, red, Exit
10.70, 1, red, Exit
10.70, 2, red, Exit
10.70, 4, blue, Exit
10.70, 2, blue, Exit
10.73, 3, red, Exit
10.73, 1, red, Exit
10.73, 4, blue, Exit
10.73, 2, blue, Exit
10.77, 3, red, Exit
10.77, 4, red, Exit
10.77, 3, red, Exit
10.77, 1, red, Exit
10.77, 4, blue, Exit
10.77, 2, blue, Exit
10.80, 2, red, Exit
10.80, 4, blue, Exit
10.80, 2, blue, Exit
10.83, 4, red, Exit
10.83, 1, red, Exit
10.83, 4, blue, Exit
10.83, 2, blue, Exit
10.87, 4, blue, Exit
10.87, 2, blue, Exit
10.90, 3, red, Exit
10.90, 1, red, Exit
10.90, 4, blue, Exit
10.90, 2, blue, Exit
10.93, 3, red, Exit
10.93, 1, red, Exit
10.93, 4, blue, Exit
10.93, 2, blue, Exit
10.97, 3, red, Exit
10.97, 1, red, Exit
10.97, 4, blue, Exit
10.97, 2, blue, Exit
11.00, 3, red, Exit
11.00, 4, blue, Exit
11.00, 2, blue, Exit
11.03, 1, red, Exit
11.03, 4, blue, Exit
11.03, 2, blue, Exit
11.07, 3, red, Exit
11.07, 1, red, Exit
11.07, 4, blue, Exit
11.07, 2, blue, Exit
11.10, 3, red, Exit
11.10, 1, red, Exit
11.10, 4, blue, Exit
11.10, 2, blue, Exit
11.13, 3, red, Exit
11.13, 1, red, Exit
11.13, 4, blue, Exit
11.13, 2, blue, Exit
11.17, 3, red, Exit
11.17, 1, red, Exit
11.17, 4, blue, Exit
11.17, 2, blue, Exit
11.20, 3, red, Exit
11.20, 1, red, Exit
11.20, 2, red, Exit
11.20, 4, blue, Exit
11.20, 2, blue, Exit
11.23, 3, red, Exit
11.23, 1, red, Exit
11.23, 4, blue, Exit
11.23, 2, blue, Exit
11.27, 3, red, Exit
11.27, 1, red, Exit
11.27, 4, blue, Exit
11.27, 2, blue, Exit
11.30, 3, red, Exit
11.30, 1, red, Exit
11.30, 4, blue, Exit
11.30, 2, blue, Exit
11.33, 3, red, Exit
11.33, 1, red, Exit
11.33, 4, blue, Exit
11.33, 2, blue, Exit
11.37, 3, red, Exit
11.37, 1, red, Exit
11.37, 4, blue, Exit
11.37, 2, blue, Exit
11.40, 4, blue, Exit
11.40, 2, blue, Exit
11.43, 2, red, Exit
11.43, 4, blue, Exit
11.43, 2, blue, Exit
11.47, 1, red, Exit
11.47, 4, blue, Exit
11.47, 2, blue, Exit
11.50, 2, red, Exit
11.50, 4, blue, Exit
11.50, 2, blue, Exit
11.53, 3, red, Exit
11.53, 2, red, Exit
11.53, 4, blue, Exit
11.53, 2, blue, Exit
11.57, 3, red, Exit
11.57, 4, blue, Exit
11.57, 2, blue, Exit
11.60, 1, red, Exit
11.60, 4, blue, Exit
11.60, 2, blue, Exit
11.63, 4, blue, Exit
11.63, 2, blue, Exit
11.67, 4, blue, Exit
11.67, 2, blue, Exit
11.70, 2, red, Exit
11.70, 4, blue, Exit
11.70, 2, blue, Exit
11.73, 1, red, Exit
11.73, 4, blue, Exit
11.73, 2, blue, Exit
11.77, 4, blue, Exit
11.77, 2, blue, Exit
11.80, 4, blue, Exit
11.80, 2, blue, Exit
11.83, 3, red, Exit
11.83, 1, red, Exit
11.83, 4, blue, Exit
11.83, 2, blue, Exit
11.87, 2, red, Exit
11.87, 4, blue, Exit
11.87, 2, blue, Exit
11.90, 3, red, Exit
11.90, 1, red, Exit
11.90, 2, red, Exit
11.90, 4, blue, Exit
11.90, 2, blue, Exit
11.93, 3, red, Exit
11.93, 1, red, Exit
11.93, 2, red, Exit
11.93, 4, blue, Exit
11.93, 2, blue, Exit
11.97, 3, red, Exit
11.97, 1, red, Exit
11.97, 4, blue, Exit
11.97, 2, blue, Exit
12.00, 4, red, Exit
12.00, 3, red, Exit
12.00, 4, blue, Exit
12.00, 2, blue, Exit
12.03, 1, red, Exit
12.03, 2, red, Exit
12.03, 1, red, Exit
12.03, 4, blue, Exit
12.03, 2, blue, Exit
12.07, 3, red, Exit
12.07, 4, red, Exit
12.07, 2, red, Exit
12.07, 4, blue, Exit
12.07, 2, blue, Exit
12.10, 3, red, Exit
12.10, 4, red, Exit
12.10, 4, blue, Exit
12.10, 2, blue, Exit
12.13, 3, red, Exit
12.13, 4, red, Exit
12.13, 2, red, Exit
12.13, 4, blue, Exit
12.13, 2, blue, Exit
12.17, 4, red, Exit
12.17, 3, red, Exit
12.17, 2, red, Exit
12.17, 4, blue, Exit
12.17, 2, blue, Exit
12.20, 4, red, Exit
12.20, 3, red, Exit
12.20, 1, red, Exit
12.20, 2, red, Exit
12.20, 4, blue, Exit
12.20, 2, blue, Exit
12.23, 4, red, Exit
12.23, 3, red, Exit
12.23, 1, red, Exit
12.23, 4, blue, Exit
12.23, 2, blue, Exit
12.27, 4, red, Exit
12.27, 1, red, Exit
12.27, 2, red, Exit
12.27, 4, blue, Exit
12.27, 2, blue, Exit
12.30, 4, red, Exit
12.30, 3, red, Exit
12.30, 1, red, Exit
12.30, 4, blue, Exit
12.30, 2, blue, Exit
12.33, 4, red, Exit
12.33, 3, red, Exit
12.33, 1, red, Exit
12.33, 2, red, Exit
12.33, 4, blue, Exit
12.33, 2, blue, Exit
12.37, 3, red, Exit
12.37, 4, red, Exit
12.37, 3, red, Exit
12.37, 1, red, Exit
12.37, 4, blue, Exit
12.37, 2, blue, Exit
12.40, 4, red, Exit
12.40, 2, red, Exit
12.40, 4, blue, Exit
12.40, 2, blue, Exit
12.43, 4, red, Exit
12.43, 1, red, Exit
12.43, 2, red, Exit
12.43, 4, blue, Exit
12.43, 2, blue, Exit
12.47, 4, red, Exit
12.47, 3, red, Exit
12.47, 4, red, Exit
12.47, 3, red, Exit
12.47, 1, red, Exit
12.47, 4, blue, Exit
12.47, 2, blue, Exit
12.50, 4, red, Exit
12.50, 3, red, Exit
12.50, 4, red, Exit
12.50, 3, red, Exit
12.50, 1, red, Exit
12.50, 2, red, Exit
12.50, 4, blue, Exit
12.50, 2, blue, Exit
12.53, 3, red, Exit
12.53, 4, red, Exit
12.53, 3, red, Exit
12.53, 4, red, Exit
12.53, 1, red, Exit
12.53, 2, red, Exit
12.53, 4, blue, Exit
12.53, 2, blue, Exit
12.57, 3, red, Exit
12.57, 4, red, Exit
12.57, 1, red, Exit
12.57, 2, red, Exit
12.57, 4, blue, Exit
12.57, 2, blue, Exit
12.60, 4, red, Exit
12.60, 3, red, Exit
12.60, 4, red, Exit
12.60, 2, red, Exit
12.60, 4, blue, Exit
12.60, 2, blue, Exit
12.63, 3, red, Exit
12.63, 4, red, Exit
12.63, 1, red, Exit
12.63, 2, red, Exit
12.63, 4, blue, Exit
12.63, 2, blue, Exit
12.67, 3, red, Exit
12.67, 4, red, Exit
12.67, 3, red, Exit
12.67, 4, red, Exit
12.67, 1, red, Exit
12.67, 2, red, Exit
12.67, 4, blue, Exit
12.67, 2, blue, Exit
12.70, 3, red, Exit
12.70, 4, red, Exit
12.70, 3, red, Exit
12.70, 4, red, Exit
12.70, 1, red, Exit
12.70, 2, red, Exit
12.70, 4, blue, Exit
12.70, 2, blue, Exit
12.73, 3, red, Exit
12.73, 4, red, Exit
12.73, 1, red, Exit
12.73, 2, red, Exit
12.73, 4, blue, Exit
12.73, 2, blue, Exit
12.77, 4, red, Exit
12.77, 3, red, Exit
12.77, 4, red, Exit
12.77, 1, red, Exit
12.77, 4, blue, Exit
12.77, 2, blue, Exit
12.80, 4, red, Exit
12.80, 3, red, Exit
12.80, 4, red, Exit
12.80, 1, red, Exit
12.80, 2, red, Exit
12.80, 4, blue, Exit
12.80, 2, blue, Exit
12.83, 4, red, Exit
12.83, 3, red, Exit
12.83, 4, red, Exit
12.83, 1, red, Exit
12.83, 2, red, Exit
12.83, 4, blue, Exit
12.83, 2, blue, Exit
12.87, 4, red, Exit
12.87, 3, red, Exit
12.87, 4, red, Exit
12.87, 1, red, Exit
12.87, 2, red, Exit
12.90, 4, red, Exit
12.90, 3, red, Exit
12.90, 4, red, Exit
12.90, 1, red, Exit
12.93, 3, red, Exit
12.93, 4, red, Exit
12.93, 1, red, Exit
12.97, 4, red, Exit
12.97, 3, red, Exit
12.97, 4, red, Exit
12.97, 1, red, Exit
13.00, 4, red, Exit
13.00, 3, red, Exit
13.00, 4, red, Exit
13.00, 1, red, Exit
13.03, 4, red, Exit
13.03, 3, red, Exit
13.03, 4, red, Exit
13.03, 1, red, Exit
13.07, 3, red, Exit
13.07, 4, red, Exit
13.07, 3, red, Exit
13.07, 1, red, Exit
13.10, 4, red, Exit
13.10, 3, red, Exit
13.10, 4, red, Exit
13.10, 3, red, Exit
13.10, 1, red, Exit
13.13, 3, red, Exit
13.13, 4, red, Exit
13.13, 3, red, Exit
13.13, 1, red, Exit
13.17, 3, red, Exit
13.17, 4, red, Exit
13.17, 3, red, Exit
13.17, 1, red, Exit
13.17, 4, blue, Exit
13.17, 2, blue, Exit
13.20, 3, red, Exit
13.20, 4, red, Exit
13.20, 3, red, Exit
13.20, 1, red, Exit
13.20, 4, blue, Exit
13.20, 2, blue, Exit
13.23, 3, red, Exit
13.23, 4, red, Exit
13.23, 1, red, Exit
13.23, 2, red, Exit
13.23, 4, blue, Exit
13.23, 2, blue, Exit
13.27, 4, red, Exit
13.27, 3, red, Exit
13.27, 4, red, Exit
13.27, 4, blue, Exit
13.27, 2, blue, Exit
13.30, 3, red, Exit
13.30, 4, red, Exit
13.30, 3, red, Exit
13.30, 2, red, Exit
13.30, 4, blue, Exit
13.30, 2, blue, Exit
13.33, 3, red, Exit
13.33, 4, red, Exit
13.33, 3, red, Exit
13.33, 2, red, Exit
13.33, 4, blue, Exit
13.33, 2, blue, Exit
13.37, 4, red, Exit
13.37, 3, red, Exit
13.37, 2, red, Exit
13.37, 4, blue, Exit
13.37, 2, blue, Exit
13.40, 4, red, Exit
13.40, 3, red, Exit
13.40, 2, red, Exit
13.40, 4, blue, Exit
13.40, 2, blue, Exit
13.43, 4, red, Exit
13.43, 3, red, Exit
13.43, 1, red, Exit
13.43, 2, red, Exit
13.43, 4, blue, Exit
13.43, 2, blue, Exit
13.47, 3, red, Exit
13.47, 4, red, Exit
13.47, 3, red, Exit
13.47, 1, red, Exit
13.47, 2, red, Exit
13.47, 4, blue, Exit
13.47, 2, blue, Exit
13.50, 4, red, Exit
13.50, 3, red, Exit
13.50, 1, red, Exit
13.50, 4, blue, Exit
13.50, 2, blue, Exit
13.53, 4, red, Exit
13.53, 3, red, Exit
13.53, 1, red, Exit
13.53, 4, blue, Exit
13.53, 2, blue, Exit
13.57, 4, red, Exit
13.57, 3, red, Exit
13.57, 1, red, Exit
13.57, 2, red, Exit
13.57, 4, blue, Exit
13.57, 2, blue, Exit
13.60, 4, red, Exit
13.60, 3, red, Exit
13.60, 1, red, Exit
13.60, 4, blue, Exit
13.60, 2, blue, Exit
13.63, 4, red, Exit
13.63, 3, red, Exit
13.63, 4, blue, Exit
13.63, 2, blue, Exit
13.67, 4, red, Exit
13.67, 3, red, Exit
13.67, 1, red, Exit
13.67, 2, red, Exit
13.67, 4, blue, Exit
13.67, 2, blue, Exit
13.70, 3, red, Exit
13.70, 4, red, Exit
13.70, 3, red, Exit
13.70, 1, red, Exit
13.70, 2, red, Exit
13.70, 4, blue, Exit
13.70, 2, blue, Exit
13.73, 4, red, Exit
13.73, 3, red, Exit
13.73, 1, red, Exit
13.73, 2, red, Exit
13.73, 4, blue, Exit
13.73, 2, blue, Exit
13.77, 4, red, Exit
13.77, 3, red, Exit
13.77, 4, red, Exit
13.77, 3, red, Exit
13.77, 1, red, Exit
13.77, 2, red, Exit
13.77, 4, blue, Exit
13.77, 2, blue, Exit
13.80, 4, red, Exit
13.80, 3, red, Exit
13.80, 4, red, Exit
13.80, 3, red, Exit
13.80, 1, red, Exit
13.80, 2, red, Exit
13.80, 4, blue, Exit
13.80, 2, blue, Exit
13.83, 4, red, Exit
13.83, 3, red, Exit
13.83, 4, red, Exit
13.83, 3, red, Exit
13.83, 1, red, Exit
13.83, 4, blue, Exit
13.83, 2, blue, Exit
13.87, 3, red, Exit
13.87, 4, red, Exit
13.87, 3, red, Exit
13.87, 1, red, Exit
13.87, 4, blue, Exit
13.87, 2, blue, Exit
13.90, 3, red, Exit
13.90, 4, red, Exit
13.90, 3, red, Exit
13.90, 2, red, Exit
13.90, 4, blue, Exit
13.90, 2, blue, Exit
13.93, 3, red, Exit
13.93, 4, red, Exit
13.93, 3, red, Exit
13.93, 1, red, Exit
13.93, 4, blue, Exit
13.93, 2, blue, Exit
13.97, 3, red, Exit
13.97, 4, red, Exit
13.97, 3, red, Exit
13.97, 1, red, Exit
13.97, 4, blue, Exit
13.97, 2, blue, Exit
14.00, 3, red, Exit
14.00, 4, red, Exit
14.00, 3, red, Exit
14.00, 4, blue, Exit
14.00, 2, blue, Exit
14.03, 4, red, Exit
14.03, 3, red, Exit
14.03, 1, red, Exit
14.03, 4, blue, Exit
14.03, 2, blue, Exit
14.07, 3, red, Exit
14.07, 4, red, Exit
14.07, 3, red, Exit
14.07, 1, red, Exit
14.07, 4, blue, Exit
14.07, 2, blue, Exit
14.10, 3, red, Exit
14.10, 4, red, Exit
14.10, 3, red, Exit
14.10, 1, red, Exit
14.10, 2, red, Exit
14.10, 4, blue, Exit
14.10, 2, blue, Exit
14.13, 3, red, Exit
14.13, 4, red, Exit
14.13, 3, red, Exit
14.13, 1, red, Exit
14.13, 2, red, Exit
14.13, 4, blue, Exit
14.13, 2, blue, Exit
14.17, 3, red, Exit
14.17, 4, red, Exit
14.17, 3, red, Exit
14.17, 1, red, Exit
14.17, 2, red, Exit
14.17, 4, blue, Exit
14.17, 2, blue, Exit
14.20, 3, red, Exit
14.20, 4, red, Exit
14.20, 3, red, Exit
14.20, 2, red, Exit
14.20, 4, blue, Exit
14.20, 2, blue, Exit
14.23, 3, red, Exit
14.23, 4, red, Exit
14.23, 3, red, Exit
14.23, 2, red, Exit
14.23, 4, blue, Exit
14.23, 2, blue, Exit
14.27, 3, red, Exit
14.27, 4, red, Exit
14.27, 3, red, Exit
14.27, 1, red, Exit
14.27, 2, red, Exit
14.27, 4, blue, Exit
14.27, 2, blue, Exit
14.30, 3, red, Exit
14.30, 4, red, Exit
14.30, 3, red, Exit
14.30, 1, red, Exit
14.30, 2, red, Exit
14.30, 4, blue, Exit
14.30, 2, blue, Exit
14.33, 4, red, Exit
14.33, 3, red, Exit
14.33, 4, red, Exit
14.33, 3, red, Exit
14.33, 1, red, Exit
14.33, 2, red, Exit
14.33, 4, blue, Exit
14.33, 2, blue, Exit
14.37, 3, red, Exit
14.37, 4, red, Exit
14.37, 3, red, Exit
14.37, 4, red, Exit
14.37, 3, red, Exit
14.37, 1, red, Exit
14.37, 4, blue, Exit
14.37, 2, blue, Exit
14.40, 3, red, Exit
14.40, 4, red, Exit
14.40, 3, red, Exit
14.40, 1, red, Exit
14.40, 4, blue, Exit
14.40, 2, blue, Exit
14.43, 3, red, Exit
14.43, 4, red, Exit
14.43, 3, red, Exit
14.43, 1, red, Exit
14.43, 2, red, Exit
14.43, 4, blue, Exit
14.43, 2, blue, Exit
14.47, 3, red, Exit
14.47, 4, red, Exit
14.47, 3, red, Exit
14.47, 1, red, Exit
14.47, 2, red, Exit
14.47, 4, blue, Exit
14.47, 2, blue, Exit
14.50, 3, red, Exit
14.50, 4, red, Exit
14.50, 3, red, Exit
14.50, 1, red, Exit
14.50, 2, red, Exit
14.50, 4, blue, Exit
14.50, 2, blue, Exit
14.53, 3, red, Exit
14.53, 4, red, Exit
14.53, 3, red, Exit
14.53, 1, red, Exit
14.53, 2, red, Exit
14.53, 4, blue, Exit
14.53, 2, blue, Exit
14.57, 3, red, Exit
14.57, 4, red, Exit
14.57, 3, red, Exit
14.57, 1, red, Exit
14.57, 4, blue, Exit
14.57, 2, blue, Exit
14.60, 3, red, Exit
14.60, 4, red, Exit
14.60, 3, red, Exit
14.60, 1, red, Exit
14.60, 4, blue, Exit
14.60, 2, blue, Exit
14.63, 3, red, Exit
14.63, 4, red, Exit
14.63, 3, red, Exit
14.63, 1, red, Exit
14.63, 2, red, Exit
14.63, 4, blue, Exit
14.63, 2, blue, Exit
14.67, 4, red, Exit
14.67, 3, red, Exit
14.67, 1, red, Exit
14.67, 2, red, Exit
14.67, 4, blue, Exit
14.67, 2, blue, Exit
14.70, 4, red, Exit
14.70, 3, red, Exit
14.70, 1, red, Exit
14.70, 4, blue, Exit
14.70, 2, blue, Exit
14.73, 3, red, Exit
14.73, 4, red, Exit
14.73, 3, red, Exit
14.73, 1, red, Exit
14.73, 2, red, Exit
14.73, 4, blue, Exit
14.73, 2, blue, Exit
14.77, 4, red, Exit
14.77, 3, red, Exit
14.77, 2, red, Exit
14.77, 4, blue, Exit
14.77, 2, blue, Exit
14.80, 4, red, Exit
14.80, 3, red, Exit
14.80, 2, red, Exit
14.80, 4, blue, Exit
14.80, 2, blue, Exit
14.83, 4, red, Exit
14.83, 3, red, Exit
14.83, 2, red, Exit
14.83, 4, blue, Exit
14.83, 2, blue, Exit
14.87, 3, red, Exit
14.87, 4, red, Exit
14.87, 3, red, Exit
14.87, 2, red, Exit
14.87, 4, blue, Exit
14.87, 2, blue, Exit
14.90, 3, red, Exit
14.90, 4, red, Exit
14.90, 3, red, Exit
14.90, 2, red, Exit
14.90, 4, blue, Exit
14.90, 2, blue, Exit
14.93, 4, red, Exit
14.93, 3, red, Exit
14.93, 4, red, Exit
14.93, 3, red, Exit
14.93, 2, red, Exit
14.93, 4, blue, Exit
14.93, 2, blue, Exit
14.97, 3, red, Exit
14.97, 4, red, Exit
14.97, 3, red, Exit
14.97, 2, red, Exit
14.97, 4, blue, Exit
14.97, 2, blue, Exit
15.00, 4, red, Exit
15.00, 3, red, Exit
15.00, 2, red, Exit
15.00, 4, blue, Exit
15.00, 2, blue, Exit
15.03, 4, red, Exit
15.03, 3, red, Exit
15.03, 4, red, Exit
15.03, 3, red, Exit
15.03, 1, red, Exit
15.03, 4, blue, Exit
15.03, 2, blue, Exit
15.07, 4, red, Exit
15.07, 3, red, Exit
15.07, 4, red, Exit
15.07, 3, red, Exit
15.07, 1, red, Exit
15.07, 4, blue, Exit
15.07, 2, blue, Exit
15.10, 4, red, Exit
15.10, 3, red, Exit
15.10, 1, red, Exit
15.10, 4, blue, Exit
15.10, 2, blue, Exit
15.13, 4, red, Exit
15.13, 1, red, Exit
15.13, 4, blue, Exit
15.13, 2, blue, Exit
15.17, 4, red, Exit
15.17, 1, red, Exit
15.17, 2, red, Exit
15.17, 4, blue, Exit
15.17, 2, blue, Exit
15.20, 3, red, Exit
15.20, 4, red, Exit
15.20, 2, red, Exit
15.20, 1, red, Exit
15.20, 2, red, Exit
15.20, 4, blue, Exit
15.20, 2, blue, Exit
15.23, 4, red, Exit
15.23, 1, red, Exit
15.23, 2, red, Exit
15.23, 4, blue, Exit
15.23, 2, blue, Exit
15.27, 3, red, Exit
15.27, 4, red, Exit
15.27, 3, red, Exit
15.27, 2, red, Exit
15.27, 1, red, Exit
15.27, 4, blue, Exit
15.27, 2, blue, Exit
15.30, 3, red, Exit
15.30, 4, red, Exit
15.30, 3, red, Exit
15.30, 4, blue, Exit
15.30, 2, blue, Exit
15.33, 4, red, Exit
15.33, 4, blue, Exit
15.33, 2, blue, Exit
15.37, 3, red, Exit
15.37, 4, red, Exit
15.37, 3, red, Exit
15.37, 4, blue, Exit
15.37, 2, blue, Exit
15.40, 4, red, Exit
15.40, 3, red, Exit
15.40, 1, red, Exit
15.40, 2, red, Exit
15.40, 4, blue, Exit
15.40, 2, blue, Exit
15.43, 3, red, Exit
15.43, 4, red, Exit
15.43, 3, red, Exit
15.43, 4, blue, Exit
15.43, 2, blue, Exit
15.47, 4, red, Exit
15.47, 3, red, Exit
15.47, 1, red, Exit
15.47, 4, blue, Exit
15.47, 2, blue, Exit
15.50, 3, red, Exit
15.50, 4, red, Exit
15.50, 3, red, Exit
15.50, 1, red, Exit
15.50, 4, blue, Exit
15.50, 2, blue, Exit
15.53, 3, red, Exit
15.53, 4, red, Exit
15.53, 3, red, Exit
15.53, 1, red, Exit
15.53, 4, blue, Exit
15.53, 2, blue, Exit
15.57, 4, red, Exit
15.57, 3, red, Exit
15.57, 2, red, Exit
15.57, 1, red, Exit
15.57, 4, blue, Exit
15.57, 2, blue, Exit
15.60, 4, red, Exit
15.60, 3, red, Exit
15.60, 2, red, Exit
15.60, 1, red, Exit
15.60, 4, blue, Exit
15.60, 2, blue, Exit
15.63, 4, red, Exit
15.63, 2, red, Exit
15.63, 1, red, Exit
15.63, 4, blue, Exit
15.63, 2, blue, Exit
15.67, 3, red, Exit
15.67, 4, red, Exit
15.67, 1, red, Exit
15.67, 2, red, Exit
15.67, 4, blue, Exit
15.67, 2, blue, Exit
15.70, 3, red, Exit
15.70, 4, red, Exit
15.70, 1, red, Exit
15.70, 4, blue, Exit
15.70, 2, blue, Exit
15.73, 3, red, Exit
15.73, 4, red, Exit
15.73, 3, red, Exit
15.73, 2, red, Exit
15.73, 4, blue, Exit
15.73, 2, blue, Exit
15.77, 4, red, Exit
15.77, 3, red, Exit
15.77, 1, red, Exit
15.77, 4, blue, Exit
15.77, 2, blue, Exit
15.80, 4, red, Exit
15.80, 3, red, Exit
15.80, 1, red, Exit
15.80, 2, red, Exit
15.80, 4, blue, Exit
15.80, 2, blue, Exit
15.83, 4, red, Exit
15.83, 1, red, Exit
15.83, 2, red, Exit
15.83, 4, blue, Exit
15.83, 2, blue, Exit
15.87, 4, red, Exit
15.87, 1, red, Exit
15.87, 4, blue, Exit
15.87, 2, blue, Exit
15.90, 4, red, Exit
15.90, 1, red, Exit
15.90, 4, blue, Exit
15.90, 2, blue, Exit
15.93, 3, red, Exit
15.93, 4, red, Exit
15.93, 1, red, Exit
15.93, 2, red, Exit
15.93, 4, blue, Exit
15.93, 2, blue, Exit
15.97, 4, red, Exit
15.97, 1, red, Exit
15.97, 4, blue, Exit
15.97, 2, blue, Exit
16.00, 4, red, Exit
16.00, 3, red, Exit
16.00, 1, red, Exit
16.00, 2, red, Exit
16.00, 4, blue, Exit
16.00, 2, blue, Exit
16.03, 4, red, Exit
16.03, 3, red, Exit
16.03, 1, red, Exit
16.03, 2, red, Exit
16.03, 4, blue, Exit
16.03, 2, blue, Exit
16.07, 4, red, Exit
16.07, 3, red, Exit
16.07, 4, red, Exit
16.07, 2, red, Exit
16.07, 4, blue, Exit
16.07, 2, blue, Exit
16.10, 4, red, Exit
16.10, 2, red, Exit
16.10, 4, blue, Exit
16.10, 2, blue, Exit
16.13, 4, red, Exit
16.13, 1, red, Exit
16.13, 2, red, Exit
16.13, 4, blue, Exit
16.13, 2, blue, Exit
16.17, 3, red, Exit
16.17, 4, red, Exit
16.17, 4, blue, Exit
16.17, 2, blue, Exit
16.20, 2, red, Exit
16.20, 4, blue, Exit
16.20, 2, blue, Exit
16.23, 3, red, Exit
16.23, 4, red, Exit
16.23, 4, blue, Exit
16.23, 2, blue, Exit
16.27, 3, red, Exit
16.27, 4, red, Exit
16.27, 2, red, Exit
16.27, 4, blue, Exit
16.27, 2, blue, Exit
16.30, 3, red, Exit
16.30, 4, red, Exit
16.30, 2, red, Exit
16.30, 4, blue, Exit
16.30, 2, blue, Exit
16.33, 3, red, Exit
16.33, 4, red, Exit
16.33, 1, red, Exit
16.33, 2, red, Exit
16.33, 4, blue, Exit
